Reading Test Driver data...done
Reading query mix file: queries\explore\querymix.txt
Reading query ignore file: queries\explore\ignoreQueries.txt

Starting test...

-10: 0.00ms, total: 782ms
-9: 0.00ms, total: 345ms
-8: 0.00ms, total: 351ms
-7: 0.00ms, total: 351ms
-6: 0.00ms, total: 292ms
-5: 0.00ms, total: 334ms
-4: 0.00ms, total: 290ms
-3: 0.00ms, total: 326ms
-2: 0.00ms, total: 307ms
-1: 0.00ms, total: 319ms
0: 266.27ms, total: 300ms
1: 284.11ms, total: 308ms
2: 288.79ms, total: 315ms
3: 297.56ms, total: 322ms
4: 265.61ms, total: 292ms
5: 282.15ms, total: 306ms
6: 275.12ms, total: 301ms
7: 262.56ms, total: 287ms
8: 404.46ms, total: 429ms
9: 234.75ms, total: 263ms
10: 232.09ms, total: 255ms
11: 239.48ms, total: 264ms
12: 218.77ms, total: 241ms
13: 262.96ms, total: 287ms
14: 332.40ms, total: 370ms
15: 256.56ms, total: 280ms
16: 271.86ms, total: 298ms
17: 274.50ms, total: 307ms
18: 260.12ms, total: 289ms
19: 260.03ms, total: 285ms
20: 256.77ms, total: 280ms
21: 248.67ms, total: 287ms
22: 284.48ms, total: 308ms
23: 245.81ms, total: 269ms
24: 239.58ms, total: 262ms
25: 223.93ms, total: 246ms
26: 226.91ms, total: 250ms
27: 260.80ms, total: 286ms
28: 268.90ms, total: 291ms
29: 256.41ms, total: 281ms
30: 239.94ms, total: 265ms
31: 248.36ms, total: 272ms
32: 250.72ms, total: 274ms
33: 229.18ms, total: 252ms
34: 247.46ms, total: 271ms
35: 271.46ms, total: 295ms
36: 254.50ms, total: 277ms
37: 243.75ms, total: 267ms
38: 239.21ms, total: 262ms
39: 251.47ms, total: 275ms
40: 282.87ms, total: 313ms
41: 236.35ms, total: 262ms
42: 255.53ms, total: 279ms
43: 216.27ms, total: 242ms
44: 269.62ms, total: 293ms
45: 255.34ms, total: 280ms
46: 237.11ms, total: 259ms
47: 316.12ms, total: 341ms
48: 242.62ms, total: 266ms
49: 312.82ms, total: 346ms

Scale factor:           50
min/max result count:   1 / 21
Number of timeouts:     0

Metrics for Query:      8
Count:                  100 times executed in whole run
AQET:                   0.007925 seconds (arithmetic mean)
AQET(geom.):            0.007528 seconds (geometric mean)
QPS:                    126.18 Queries per second
minQET/maxQET:          0.00393134s / 0.01455553s
Average result count:   4.00
min/max result count:   0 / 9
Number of timeouts:     0

Metrics for Query:      9
Count:                  200 times executed in whole run
AQET:                   0.003022 seconds (arithmetic mean)
AQET(geom.):            0.002930 seconds (geometric mean)
QPS:                    330.86 Queries per second
minQET/maxQET:          0.00244816s / 0.01404957s
Average result (Bytes): 1008.83
min/max result (Bytes): 999 / 1016
Number of timeouts:     0

Metrics for Query:      10
Count:                  100 times executed in whole run
AQET:                   0.008339 seconds (arithmetic mean)
AQET(geom.):            0.007494 seconds (geometric mean)
QPS:                    119.91 Queries per second
minQET/maxQET:          0.00360283s / 0.05101449s
Average result count:   0.00
min/max result count:   0 / 0
Number of timeouts:     0

Metrics for Query:      11
Count:                  50 times executed in whole run
AQET:                   0.003756 seconds (arithmetic mean)
AQET(geom.):            0.003648 seconds (geometric mean)
QPS:                    266.23 Queries per second
minQET/maxQET:          0.00301523s / 0.01014951s
Average result count:   10.00
min/max result count:   10 / 10
Number of timeouts:     0

Metrics for Query:      12
Count:                  50 times executed in whole run
AQET:                   0.006397 seconds (arithmetic mean)
AQET(geom.):            0.006355 seconds (geometric mean)
QPS:                    156.32 Queries per second
minQET/maxQET:          0.00532309s / 0.00937762s
Average result (Bytes): 1489.16
min/max result (Bytes): 1477 / 1507
Number of timeouts:     0


